user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label,source_file
b008022f7508beb6360b691c8c9461e5,"TRIỆU CHỨNG NHIỄM CORONA QUA TỪNG NGÀY 🛑Ngày 1 ~ Ngày 3 – Triệu chứng giống bệnh cảm – Viêm họng nhẹ, hơi đau – Không nóng sốt. Không mệt mỏi. Vẫn ăn uống bình thường... 🛑Ngày 4 – Cổ họng đau nhẹ, người nôn nao. – Bắt đầu khan tiếng. – Nhiệt độ cơ thể dao động 36.5~ (tuỳ người) – Bắt đầu chán ăn. – Đau đầu nhẹ – Tiêu chảy nhẹ 🛑Ngày 5 – Đau họng, khan tiếng hơn – Cơ thể nóng nhẹ. Nhiệt độ từ 36.5~36.7 – Người mệt mỏi, cảm thấy đau khớp xương ** Giai đoạn này khó nhận ra là cảm hay là nhiễm corona 🛑Ngày 6 – Bắt đầu sốt nhẹ, khoảng 37 – Ho có đàm hoặc ho khan – Đau họng khi ăn, nói hay nuốt nước bọt – Mệt mỏi, buồn nôn – Thỉnh thoảng khó khăn trong việc hít thở – Lưng, ngón tay đau lâm râm – Tiêu chảy, có thể nôn ói 🛑Ngày 7 – Sốt cao hơn từ 37.4~37.8 – Ho nhiều hơn, đàm nhiều hơn. – Toàn thân đau nhức. Đầu nặng như đeo đá – Tần suất khó thở vẫn như cũ. – Tiêu chảy nhìu hơn – Nôn ói 🛑Ngày 8 – Sốt gần mức 38 hoặc trên 38 – Khó thở hơn, mỗi khi hít thở cảm thấy nặng lồng ngực. Hơi thở khò khè – Ho liên tục, đàm nhiều, tắt tiếng – Đầu đau, khớp xương đau, lưng đau… 🛑Ngày 9 – Các triệu chứng không thay đổi mà trở nên nặng hơn. – Sốt tăng giảm lộn xộn – Ho không bớt mà nặng hơn trước. – Dù cố gắng vẫn cảm thấy khó hít thở. ** Tại thời điểm này, nên đi xét nghiệm máu và chụp XQuang phổi để kiểm tra P/S: *** Lời khuyên tốt nhất là nên đi khám bác sĩ ngay sau khi có triệu chứng Ho và Sốt *** – Triệu chứng thay đổi tuỳ theo sức đề kháng của từng người. Ai khoẻ thì mất 10-14 ngày mới phát hiện. Ai không khoẻ thì 4-5 ngày. 👉Mọi người lưu ý : – Đeo khẩu trang khi có thể ( khẩu trang vải cũng được, giặt thường xuyên). – Rửa tay, rửa tay và rửa tay. – Tránh tụ tập đông người. – Nạp thêm Vitamin C để tăng sức đề kháng. – Vệ sinh đồ dùng cá nhân như điện thoại, laptop thường xuyên. 😷NẾU LỠ VƯỚNG VIRUS CORONA, BẠN NÊN LÀM GÌ ĐỂ THOÁT HIỂM? (Lời khuyên của một bác sĩ) Các bạn nên dành chút thời gian đọc bài viết, để có chút kinh nghiệm dành cho bản thân và gia đình bạn bè, phòng trường hợp không may lỡ vướng phải con virus độc ác này. Khi bạn biết mình bị lây nhiễm con virut CORONA Vũ Hán vì ho nhiều, đau ngực, khó thở, nhức đầu và tiêu chảy – người bị nóng sốt lâu không cảm thấy giảm thì hãy làm đúng sau đây: (1) Uống thuốc Tylenol giúp hạ nhiệt và đắp khăn lạnh vào đầu.. Tuyệt đối không sợ hãi, phải thật bình tĩnh vì sống chết có số mạng – mình cố gắng tận hết sức mình – càng sợ hãi về tâm lý thì cơ hội mình càng ít hy vọng hơn – nhớ thật kỹ là không gì sợ hãi khi nhiễm bệnh. (2) Tự mình cách ly với gia đình, người thân – tìm một nơi thoáng mát nằm nghỉ ngơi – một nơi có cửa sổ đưa nhiều không khí vào (3) Mỗi ngày uống nhiều nước cỡ 3 lít – 1 ly nước cam và cố gắng ăn đủ bữa. Cố gắng ăn để cơ thể đủ sức chống lại Virus – nhịn đói rất nguy hại. Nếu khó ăn quá, ăn không nỗi thì uống 1 ly nước trà ấm pha đường tạm thời. (4) Lúc người nóng sốt thì cơ thể lại cảm thấy lạnh nên ai cũng muốn đắp chăn trùm kín – đây là đều tối kị – không nên đắp chăn dù cảm thấy ớn lạnh – đắp tấm khăn mỏng thôi – Người trong nhà giúp người bệnh (nhớ mặc áo mưa nilon và đeo khẩu trang) – Giúp bằng cách đắp khăn lạnh lên đầu người bệnh giúp hạ nhiệt, thay khăn lạnh nhiều lần… (5) Tylenol là thuốc tốt nhất sử dụng trong lúc ngực bị đau và uống thuốc ho nếu bị ho nhiều – NHỚ CHO KỸ thuốc ho (6) Sau khi ăn đủ bữa, uống thuốc giảm đau và thuốc ho thì cố gắng ngủ càng nhiều, cành tốt. Thức dậy thấy đói bụng thì uống 1 ly nước trước khi dùng bữa. (7) Nếu quý bạn làm đúng theo lời dặn này thì cơ hội hết bệnh rất cao và bệnh sẽ giảm dần sau 7 ngày – Sau khi hết bệnh này thì cơ thể bạn đã có kháng tố chống lại con virus Vũ Hán, tuy nhiên phổi sẽ bị hơi đau đôi khi và sẽ khỏi sau 1 tháng. Trong thời gian hết bệnh thì nên tập thở mỗi buổi sáng sớm lúc không khí trong lành. Coronavirus có thể không có dấu hiệu bị lây nhiễm trong nhiều ngày, làm thế nào để biết người đó có bị nhiễm bệnh hay không. Vào thời điểm họ bị sốt và / hoặc ho và đến bệnh viện, phổi thường là 50% Xơ hóa và đã quá muộn! Các chuyên gia Đài Loan cung cấp một cách tự kiểm tra đơn giản mà chúng ta có thể làm mỗi sáng: Hít một hơi thật sâu và nín thở trong hơn 10 giây. Nếu bạn hoàn thành nó mà không ho, không khó chịu, ngột ngạt hoặc căng cứng, v.v … điều đó chứng tỏ không có xơ hóa trong phổi, về cơ bản cho thấy không bị lây nhiễm. Trong những thời điểm quan trọng, bạn nên tự kiểm tra mỗi buổi sáng trong một môi trường có không khí sạch! Lời khuyên nghiêm túc của các bác sĩ Nhật Bản điều trị các trường hợp Covid-19. Mọi người nên đảm bảo miệng & cổ họng của bạn ẩm, không bao giờ KHÔ. Uống vài ngụm nước sau mỗi ít nhất 15 phút. TẠI SAO? Ngay cả khi vi-rút xâm nhập vào miệng bạn … nước uống hoặc các chất lỏng khác sẽ quét chúng xuống qua thực quản và vào dạ dày. Khi đã ở trong bụng … ACID dạ dày của bạn sẽ tiêu diệt tất cả virus. Nếu bạn không uống đủ nước thường xuyên hơn … virus có thể xâm nhập vào khí quản của bạn và vào PHỔI. Điều đó rất nguy hiểm. Xin nhắc nhở mọi người về điều này! Triệu chứng của Covid-19 và cách tự bảo vệ mình – Lời khuyên của bác sĩ Nhật Bản & Đài Loan Theo Korea News Xem thêm",2020-03-01 18:18:51,1000.0,155.0,3000.0,1,train.csv
92e1c6bf72f2aedf907f4627b67f9e2b,<URL> bị phong tỏa từ ngày 28-3... Phong tỏa 14 ngày luôn nhé...,2020-03-26 13:22:00,170.0,15.0,2.0,1,train.csv
1fca8c70b85e1bad9f9d15e4675fb8a7,"THẾ GIỚI KHÂM PHỤC VIỆT NAM Hồi đó họ chẳng biết tại sao Việt Nam chiến thắng vẻ vang các cuộc chiến lớn .Họ cho nhiều nhân viên về Việt Nam trà trộn để tìm hiểu tính cách của người Việt có cái gì hay , cũng không thấy gì đặc biệt .Cho đến cái ngày em corona virus xuất hiện .TQ bùng phát dịch bệnh , các nước Âu Mỹ trêu chọc vui đùa , trong khi Việt Nam nhìn xa ba bốn bước và xử lý như đã sắp tận thế , và xử lý rất nhân đạo .Tất cả miễn phí , quân đội chăm sóc ân cần cho người bị c ... ách ly , ý bác sĩ tận tuỵ chu đáo hiệu quả , công an lần theo dấu vết những ai bị nghi nhiễm ...Cả một đất nước vào cuộc .Bây giờ cả nước Mỹ panic hoảng loạn .Muốn test virus thì không có chỗ nào test , mà nếu làm test thì phải trả nghìn USD .Nếu bị bệnh cần phải chữa thì bán nhà , xin lỗi , không bán được vì nhà trả góp .Chính phủ lúng túng hết dám nói đùa coi thường .Tổng thống dịu giọng chịu xét nghiệm máu .Italy thì nhà bị phong toả , có người chết mà không có ai đến lấy xác , những người còn sống thì bị cấm ra khỏi nhà .Nghĩa là cho chết hết .Toàn bộ hệ thống y tế xã hội tư bản bộc lộ yếu kém , té ra nào giờ chỉ tìm cách làm giàu từ nỗi khổ của bệnh nhân chứ không thật sự chăm lo cho sức khoẻ và mạng sống của con người .Họ tìm cách trì hoãn không công bố đại dịch để có lý do lấy tiền bệnh nhân .Còn công bố đại dịch thì luật quy định là thảm hoạ nhân đạo không được lấy tiền .Một số người nước ngoài có dấu hiệu nhiễm bệnh , uống thuốc hạ sốt để lên được máy bay đến Việt Nam là xem như sống sót .Xuống máy bay được đưa vào khu cách ly , được ăn uống chữa trị miễn phí , và Việt Nam sẽ chữa lành .Cả một hệ thống chính trị , xã hội , an ninh , y tế , quân đội của Việt Nam hoạt động nhịp nhàng đồng bộ để đánh dịch , như đánh giặc .Sau trận dịch này , thế giới phải tìm về Việt Nam học hỏi nhiều thứ , và phải học tinh thần xã hội chủ nghĩa của Việt Nam , trong đó tính nhân đạo là cốt lõi .St. * * * # teslavu # VP Xem thêm",1584052408.0,5600,2100,3700,1,train.csv
4b2d3e98a37c6e2db49f1fddc000a56d,"Cuối nhiệm kỳ trước anh em ạ ...“ Tôi nói thí dụ đất nước NewZealan có 4 triệu dân , con số này còn nhỏ hơn số người tàn tật của người Việt Nam ( 5 triệu người ) thế mà họ có Bộ Phụ nữ .Vậy nên chăng chúng ta có Bộ Phụ nữ , gia đình và trẻ em .Bây giờ để phân tán phụ nữ và trẻ em không ai quản lý , trẻ em nằm một chỗ , dân số nằm một chỗ "" ... ”",1587488269.0,102,117,38,1,train.csv
417f8878b0d0edbf7a178a987e848369,"TIN TỐT ! ! ! Virus Corona của Vũ Hán có thể tự khỏi * bằng một bát nước tỏi mới đun sôi. Các bác sĩ Trung Quốc cũ đã chứng minh hiệu quả của nó. Nhiều bệnh nhân cũng đã chứng minh rằng nó có hiệu quả, RECIPE: Lấy tám (8) tép tỏi băm nhỏ, thêm bảy (7) cốc nước và đun sôi. Ăn và uống nước đun sôi từ tỏi Cải thiện và chữa khỏi qua đêm. . . Hãy chia sẻ với tất cả các địa chỉ liên lạc của bạn có thể giúp cứu sống. .",2020-03-17 16:09:00,0.0,0.0,0.0,1,train.csv
22e9545a00f2e8adacea8c38ca6ac2d3,"Ngày 8/5/2020 , tại huyện Sóc Sơn sẽ diễn ra phiên toà xét xử Huệ Như ( tức Đặng Thị Huệ ) , nữ tài xế dũng cảm chống BOT bẩn .Huệ Như là mẹ đơn thân có hai con nhỏ .Trước khi bị bỏ tù Huệ Như từng bị bắt bớ đánh đập hết sức dã man khi tham gia phản đối BOT bẩn .Mong mọi người quan tâm đến phiên toà ngày 7/5 xét xử người phụ nữ dũng cảm Huệ Như .",1588553401.0,29,4,0,1,train.csv
8709034254892902400,"Mọi người cẩn thận COVID-19 nhé , Bạc Liêu mình có ca ngủm rồi . đang ém ko ( không ) cho công bố , ghê chưa !",1584353280.0,375,29,62,1,train.csv
e0551dded54f9f1429226a9f5d0de820,"Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống corona , con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo Hôm nay , 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối , Corona dính vào sẽ bị giết trong vòng 5 phút .Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường , các bạn có thể làm theo cách sau đây :1 . Hai chén muối khuấy đều với nửa chén nước lọc ( đun sôi ) cho muối tan .... 2 .Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang .Chờ khô , làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài . 3 .Nếu không có N95 , có thể áp dụng tạm thời trên khẩu trang giấy chống bụi , hoặc khẩu trang bằng vải thường dùng .Nếu dùng khẩu trang vải , cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên .Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng . 4 .Không chỉ giết corona , mà muối còn giết được tất cả những virus khác trong không khí !Thông tin này cũng đã được đăng trên tạp chí Business Insider .Các bạn đọc thêm ở đây , và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống .Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn < URL > …< URL > …/ Mask-with-salt-coated-filter …Xem thêm",1581257264.0,94,13,112,1,train.csv
a3742bb3cf1ece69941289b98fde56e6,"Dưới đây là danh sách 168 người VĨNH PHÚC đi khám và chữa bệnh tại Bệnh viện Bạch Mai, Hà Nội từ ngày 10/3-24/3/2020. Bộ Y tế xác định bệnh viện Bạch Mai có hiện tượng lây nhiễm chéo Covid 19 và hiện được coi là ""Ổ Dịch"" Mọi người cố gắng đọc, ch.i.a s.ẻ rộng rãi để tỉnh nhà có biện pháp khoanh vùng, cách ly hiệu quả. ... Yêu cầu những người có tên trong sách hãy hạn chế đi lại và tự cách ly tại nhà. Nếu có biểu hiện sốt ho hãy báo cho cơ quan ý tế để các cơ quan có biện pháp thăm khám, xét nghiệm an toàn, đúng quy trình. Mong các bạn <URL> s.ẻ. thông tin này giúp chúng tôi, đặc biệt là các bạn ở Vĩnh Phúc, xin cảm ơn ! #Nguồn: An Ninh Ngày Mới Xem thêm",2020-03-27 07:29:12,3000.0,529.0,4700.0,1,train.csv
f71862bb988a3e0c1560727803f0441c,"Trình độ điều tra hạn chế nhưng luôn chịu áp lực phá án từ phía cấp trên nên bức cung nhục hình là tất yếu .Rút kinh nghiệm trường hợp Hồ Duy Hải quá "" hiền lành "" chấp nhận cho các cơ quan điều tra thêu dệt tội ác của mình , nhóm các bị cáo trong vụ "" Nữ sinh giao gà "" khôn hơn , nói sổ toẹt trước toà là chúng tôi bị bức cung , nhục hình ...Để xem các quan toà có chấp nhận sự phản cung này không .",1592319315.0,68,18,16,1,train.csv
